date,net_load,AT_load_actual_entsoe_transparency,AT_solar_generation_actual,AT_wind_onshore_generation_actual,air_density,humidity,irradiance_surface,irradiance_toa,snow_mass,snowfall,temperature,wind_speed
2018/1/1 0:00,5102,5934,0,832,1.175,0.004,0,0,10.41,0.006,-0.489,1.193
2018/1/1 1:00,4803,5729,0,926,1.179,0.004,0,0,10.42,0.006,-0.701,1.271
2018/1/1 2:00,4775,5467,0,692,1.181,0.004,0,0,10.437,0.013,-0.658,1.404
2018/1/1 3:00,4874,5327,0,453,1.182,0.004,0,0,10.466,0.032,-0.714,1.205
2018/1/1 4:00,5102,5423,0,321,1.182,0.004,0,0,10.512,0.054,-0.539,1.276
2018/1/1 5:00,5134,5457,0,323,1.182,0.004,0,0,10.551,0.043,-0.013,1.456
2018/1/1 6:00,5552,5892,8,332,1.181,0.004,0.283,2.496,10.571,0.043,0.486,1.566
2018/1/1 7:00,5820,6145,21,304,1.179,0.004,19.302,116.517,10.583,0.049,1.166,1.722
2018/1/1 8:00,6166,6508,66,276,1.177,0.004,59.535,277.439,10.586,0.051,2.172,1.903
2018/1/1 9:00,6370,6832,125,337,1.174,0.005,88.169,391.895,10.571,0.055,3.076,1.904
2018/1/1 10:00,6423,7115,169,523,1.172,0.005,104.46,451.831,10.543,0.062,3.577,1.74
2018/1/1 11:00,6179,7144,184,781,1.17,0.005,109.644,453.189,10.511,0.074,3.789,1.577
2018/1/1 12:00,5889,7048,165,994,1.17,0.005,98.769,395.853,10.486,0.078,3.682,1.31
2018/1/1 13:00,5992,6992,115,885,1.169,0.005,69.142,283.79,10.484,0.062,3.232,1.041
2018/1/1 14:00,6141,6936,56,739,1.169,0.004,28.32,124.557,10.514,0.042,2.385,0.889
2018/1/1 15:00,6686,7199,18,495,1.17,0.004,1.222,4.601,10.555,0.027,1.462,0.909
2018/1/1 16:00,7302,7543,8,233,1.171,0.004,0,0,10.595,0.029,0.913,0.979
2018/1/1 17:00,7403,7608,8,197,1.172,0.004,0,0,10.647,0.057,0.368,1.021
2018/1/1 18:00,7102,7323,0,221,1.172,0.004,0,0,10.854,0.311,-0.14,1.005
2018/1/1 19:00,6738,6953,0,215,1.173,0.004,0,0,11.082,0.147,-0.375,1.045
2018/1/1 20:00,6337,6524,0,187,1.174,0.004,0,0,11.183,0.044,-0.548,1.064
2018/1/1 21:00,6409,6559,0,150,1.175,0.004,0,0,11.224,0.018,-0.662,1.04
2018/1/1 22:00,6065,6200,0,135,1.177,0.004,0,0,11.255,0.028,-0.913,1.067
2018/1/1 23:00,5708,5942,0,234,1.177,0.004,0,0,11.294,0.035,-1.23,1.085
2018/1/2 0:00,5269,5606,0,337,1.178,0.003,0,0,11.337,0.041,-1.447,1.17
2018/1/2 1:00,4974,5478,0,504,1.179,0.003,0,0,11.387,0.054,-1.561,1.256
2018/1/2 2:00,4858,5430,0,572,1.181,0.003,0,0,11.44,0.049,-1.459,1.388
2018/1/2 3:00,5151,5602,0,451,1.181,0.004,0,0,11.476,0.038,-1.169,1.681
2018/1/2 4:00,5725,6209,0,484,1.181,0.004,0,0,11.504,0.037,-0.813,1.828
2018/1/2 5:00,6327,7007,0,680,1.181,0.004,0,0,11.529,0.037,-0.557,1.923
2018/1/2 6:00,6794,7915,8,1113,1.18,0.004,0.537,2.716,11.555,0.04,-0.354,2.105
2018/1/2 7:00,6771,8401,24,1606,1.18,0.004,30.885,118.209,11.585,0.046,0.375,2.319
2018/1/2 8:00,6686,8682,78,1918,1.179,0.004,82.815,279.26,11.603,0.046,1.486,2.591
2018/1/2 9:00,6580,8770,153,2037,1.178,0.004,124.314,393.779,11.596,0.044,2.263,2.678
2018/1/2 10:00,6502,8877,208,2167,1.177,0.004,143.971,453.76,11.568,0.043,2.737,2.829
2018/1/2 11:00,6315,8821,226,2280,1.176,0.004,147.097,455.114,11.534,0.048,2.92,3.151
2018/1/2 12:00,6319,8681,206,2156,1.176,0.004,127.348,397.781,11.509,0.047,2.86,3.036
2018/1/2 13:00,6394,8610,154,2062,1.178,0.004,90.839,285.609,11.49,0.045,2.56,2.841
2018/1/2 14:00,6542,8656,77,2037,1.18,0.004,36.193,126.31,11.497,0.039,1.838,2.524
2018/1/2 15:00,7056,8891,22,1813,1.183,0.004,1.028,4.879,11.53,0.047,0.801,2.299
2018/1/2 16:00,7606,9273,8,1659,1.185,0.004,0,0,11.567,0.037,0.213,2.24
2018/1/2 17:00,7405,9145,8,1732,1.187,0.004,0,0,11.596,0.027,-0.181,2.186
2018/1/2 18:00,6972,8651,0,1679,1.188,0.004,0,0,11.628,0.038,-0.501,2.184
2018/1/2 19:00,6369,8092,0,1723,1.189,0.004,0,0,11.661,0.031,-0.922,1.991
2018/1/2 20:00,5653,7507,0,1854,1.189,0.004,0,0,11.697,0.038,-1.115,1.96
2018/1/2 21:00,5567,7549,0,1982,1.19,0.003,0,0,11.735,0.037,-1.351,1.893
2018/1/2 22:00,5254,7003,0,1749,1.19,0.003,0,0,11.78,0.046,-1.704,1.821
2018/1/2 23:00,5593,6654,0,1061,1.19,0.003,0,0,11.837,0.057,-2.158,1.54
2018/1/3 0:00,5769,6357,0,588,1.19,0.003,0,0,11.92,0.079,-2.395,1.288
2018/1/3 1:00,5924,6200,0,276,1.189,0.003,0,0,12.019,0.099,-2.346,1.189
2018/1/3 2:00,5862,6112,0,250,1.188,0.003,0,0,12.112,0.098,-2.114,1.195
2018/1/3 3:00,5809,6206,0,397,1.186,0.003,0,0,12.195,0.123,-1.699,1.235
2018/1/3 4:00,5999,6780,0,781,1.184,0.003,0,0,12.294,0.12,-1.253,1.344
2018/1/3 5:00,6100,7502,0,1402,1.183,0.003,0,0,12.358,0.075,-0.965,1.619
2018/1/3 6:00,6469,8440,8,1963,1.181,0.003,0.517,2.97,12.366,0.042,-0.708,2.027
2018/1/3 7:00,6717,8824,16,2091,1.179,0.004,31.903,120.039,12.323,0.036,-0.184,2.621
2018/1/3 8:00,6747,8992,44,2201,1.176,0.004,106.493,281.228,12.234,0.072,0.872,3.188
2018/1/3 9:00,6824,9168,83,2261,1.17,0.004,143.597,395.839,12.1,0.083,1.87,3.618
2018/1/3 10:00,6823,9251,129,2299,1.164,0.004,127.719,455.87,11.894,0.05,2.644,3.965
2018/1/3 11:00,6746,9206,148,2312,1.158,0.005,132.521,457.226,11.694,0.123,3.397,4.136
2018/1/3 12:00,7003,9223,113,2107,1.157,0.005,105.689,399.84,11.718,0.422,3.617,4.111
2018/1/3 13:00,7338,9157,85,1734,1.16,0.004,59.736,287.622,11.926,0.402,3.146,3.683
2018/1/3 14:00,7317,8994,48,1629,1.162,0.004,25.773,128.207,12.089,0.218,2.955,3.69
2018/1/3 15:00,7219,9220,16,1985,1.165,0.004,0.746,5.195,12.148,0.074,2.304,3.648
2018/1/3 16:00,7534,9475,8,1933,1.166,0.004,0,0,12.134,0.039,1.83,3.618
2018/1/3 17:00,7258,9274,8,2008,1.167,0.004,0,0,12.098,0.022,1.618,3.453
2018/1/3 18:00,6902,8713,0,1811,1.167,0.004,0,0,12.045,0.014,1.662,3.716
2018/1/3 19:00,6466,8247,0,1781,1.167,0.004,0,0,11.991,0.015,1.591,3.979
2018/1/3 20:00,5860,7652,0,1792,1.167,0.004,0,0,11.939,0.014,1.512,3.932
2018/1/3 21:00,5618,7553,0,1935,1.168,0.004,0,0,11.892,0.011,1.433,3.868
2018/1/3 22:00,5088,7064,0,1976,1.169,0.004,0,0,11.851,0.009,1.339,3.794
2018/1/3 23:00,4783,6758,0,1975,1.169,0.004,0,0,11.817,0.011,1.242,3.702
2018/1/4 0:00,4314,6450,0,2136,1.17,0.004,0,0,11.79,0.014,1.107,3.514
2018/1/4 1:00,4147,6240,0,2093,1.171,0.004,0,0,11.767,0.016,0.983,3.333
2018/1/4 2:00,3895,6052,0,2157,1.172,0.004,0,0,11.75,0.018,0.905,3.138
2018/1/4 3:00,4421,6186,0,1765,1.172,0.004,0,0,11.741,0.021,0.862,2.868
2018/1/4 4:00,5063,6729,0,1666,1.172,0.004,0,0,11.744,0.027,0.82,2.7
2018/1/4 5:00,5774,7480,0,1706,1.172,0.004,0,0,11.761,0.034,0.793,2.495
2018/1/4 6:00,6778,8296,8,1510,1.172,0.004,0.624,3.252,11.788,0.038,0.764,2.256
2018/1/4 7:00,7220,8694,20,1454,1.172,0.004,36.592,122.021,11.832,0.056,1.268,2.148
2018/1/4 8:00,7407,8945,59,1479,1.17,0.004,96.896,283.36,11.886,0.073,2.476,2.178
2018/1/4 9:00,8055,9097,110,932,1.167,0.005,132.018,398.071,11.94,0.1,3.478,2.088
2018/1/4 10:00,8233,9241,147,861,1.165,0.005,146.512,458.131,11.995,0.116,4.073,2.076
2018/1/4 11:00,8096,9179,156,927,1.163,0.005,123.197,459.526,12.047,0.132,4.244,1.901
2018/1/4 12:00,8278,9112,134,700,1.162,0.005,82.263,402.084,12.115,0.186,3.973,1.454
2018/1/4 13:00,8465,9009,94,450,1.163,0.005,44.036,289.812,12.273,0.256,3.244,1.15
2018/1/4 14:00,8556,9052,48,448,1.163,0.005,14.379,130.277,12.478,0.274,2.537,1.199
2018/1/4 15:00,8850,9318,17,451,1.165,0.004,0.425,5.562,12.682,0.265,2.051,1.269
2018/1/4 16:00,8769,9470,8,693,1.166,0.004,0,0,12.848,0.205,1.835,1.377
2018/1/4 17:00,8457,9338,8,873,1.166,0.004,0,0,12.951,0.172,1.723,1.435
2018/1/4 18:00,7979,8764,0,785,1.166,0.004,0,0,13.095,0.27,1.744,1.494
2018/1/4 19:00,7550,8157,0,607,1.165,0.004,0,0,13.226,0.152,1.743,1.604
2018/1/4 20:00,6908,7618,0,710,1.165,0.004,0,0,13.221,0.038,1.825,1.71
2018/1/4 21:00,6679,7523,0,844,1.164,0.005,0,0,13.152,0.019,2.037,1.85
2018/1/4 22:00,6213,7078,0,865,1.163,0.005,0,0,13.072,0.016,2.23,1.888
2018/1/4 23:00,5773,6670,0,897,1.161,0.005,0,0,12.982,0.011,2.494,1.919
2018/1/5 0:00,5530,6317,0,787,1.159,0.005,0,0,12.879,0.007,2.908,1.8
2018/1/5 1:00,5622,6144,0,522,1.155,0.005,0,0,12.774,0.004,3.43,1.734
2018/1/5 2:00,5665,6028,0,363,1.152,0.005,0,0,12.683,0.004,3.779,1.921
2018/1/5 3:00,5635,6078,0,443,1.152,0.005,0,0,12.607,0.003,3.592,1.837
2018/1/5 4:00,6083,6574,0,491,1.152,0.005,0,0,12.545,0.001,3.464,1.699
2018/1/5 5:00,6759,7384,0,625,1.153,0.005,0,0,12.493,0,3.545,1.613
2018/1/5 6:00,7649,8249,8,592,1.153,0.005,0.606,3.585,12.45,0,3.542,1.489
2018/1/5 7:00,8166,8647,21,460,1.153,0.005,37.862,124.168,12.414,0,4.097,1.482
2018/1/5 8:00,8359,8799,63,377,1.152,0.006,115.398,285.64,12.344,0,5.561,1.517
2018/1/5 9:00,8367,8821,116,338,1.15,0.006,167.401,400.452,12.192,0,6.808,1.588
2018/1/5 10:00,8393,8787,154,240,1.148,0.006,192.763,460.58,11.961,0,7.602,1.627
2018/1/5 11:00,8261,8639,167,211,1.146,0.006,163.82,461.958,11.719,0.001,7.859,1.407
2018/1/5 12:00,8054,8512,152,306,1.146,0.006,116.002,404.525,11.526,0.002,7.484,1.02
2018/1/5 13:00,7880,8504,113,511,1.146,0.006,70.323,292.112,11.39,0.001,6.572,0.867
2018/1/5 14:00,7723,8486,60,703,1.148,0.006,27.337,132.492,11.321,0.001,5.558,1.001
2018/1/5 15:00,8048,8789,20,721,1.151,0.005,1.064,5.969,11.301,0.002,4.771,1.161
2018/1/5 16:00,8501,9095,9,585,1.154,0.005,0,0,11.289,0.003,4.403,1.25
2018/1/5 17:00,8213,8913,8,692,1.157,0.005,0,0,11.275,0.004,4.05,1.26
2018/1/5 18:00,7629,8335,0,706,1.159,0.005,0,0,11.251,0,3.639,1.241
2018/1/5 19:00,7224,7783,0,559,1.162,0.005,0,0,11.227,0,3.047,1.229
2018/1/5 20:00,6747,7206,0,459,1.164,0.005,0,0,11.206,0,2.464,1.224
2018/1/5 21:00,6697,7055,0,358,1.165,0.005,0,0,11.17,0,2.037,1.179
2018/1/5 22:00,6317,6675,0,358,1.165,0.005,0,0,11.149,0,1.719,1.124
2018/1/5 23:00,6015,6314,0,299,1.165,0.004,0,0,11.133,0.001,1.499,1.046
2018/1/6 0:00,5817,6026,0,209,1.165,0.004,0,0,11.119,0.001,1.272,0.969
2018/1/6 1:00,5648,5856,0,208,1.164,0.004,0,0,11.107,0.001,1.274,0.936
2018/1/6 2:00,5460,5680,0,220,1.165,0.004,0,0,11.092,0.001,1.547,0.859
2018/1/6 3:00,5460,5643,0,183,1.165,0.004,0,0,11.076,0.001,1.78,0.745
2018/1/6 4:00,5724,5886,0,162,1.166,0.004,0,0,11.06,0.001,1.82,0.653
2018/1/6 5:00,5855,6050,0,195,1.167,0.004,0,0,11.045,0.001,1.636,0.618
2018/1/6 6:00,6375,6572,8,189,1.169,0.004,0.994,3.953,11.031,0.001,1.367,0.64
2018/1/6 7:00,6696,6910,21,193,1.171,0.004,53.34,126.477,11.015,0.001,1.742,0.612
2018/1/6 8:00,6955,7209,62,192,1.171,0.005,149.356,288.11,10.97,0.001,3.417,0.78
2018/1/6 9:00,7063,7327,113,151,1.169,0.005,228.706,402.98,10.85,0.001,4.619,0.998
2018/1/6 10:00,7102,7418,145,171,1.166,0.005,279.334,463.192,10.662,0.001,5.587,1.216
2018/1/6 11:00,6869,7208,154,185,1.161,0.006,284.667,464.572,10.447,0.001,6.452,1.378
2018/1/6 12:00,6651,6998,141,206,1.158,0.006,244.915,407.08,10.238,0.001,6.91,1.438
2018/1/6 13:00,6530,6858,104,224,1.157,0.006,163.694,294.608,10.07,0.001,6.633,1.243
2018/1/6 14:00,6612,6974,53,309,1.157,0.006,60.883,134.859,9.978,0.001,4.807,0.984
2018/1/6 15:00,6851,7255,18,386,1.16,0.005,1.907,6.436,9.94,0.001,2.977,1.07
2018/1/6 16:00,7346,7711,8,357,1.162,0.005,0,0,9.917,0.001,2.602,1.093
2018/1/6 17:00,7477,7761,8,276,1.165,0.005,0,0,9.894,0.001,2.528,1.095
2018/1/6 18:00,7174,7358,0,184,1.167,0.005,0,0,9.874,0,2.361,1.053
2018/1/6 19:00,6902,7056,0,154,1.169,0.005,0,0,9.857,0,2.226,1.009
2018/1/6 20:00,6513,6654,0,141,1.171,0.005,0,0,9.841,0,2.087,1.058
2018/1/6 21:00,6528,6666,0,138,1.173,0.005,0,0,9.828,0,1.885,1.111
2018/1/6 22:00,6128,6303,0,175,1.175,0.005,0,0,9.812,0,1.774,1.114
2018/1/6 23:00,5797,5958,0,161,1.176,0.005,0,0,9.794,0,1.74,1.101
2018/1/7 0:00,5538,5700,0,162,1.178,0.004,0,0,9.777,0,1.751,1.14
2018/1/7 1:00,5388,5546,0,158,1.179,0.004,0,0,9.76,0.001,1.693,1.225
2018/1/7 2:00,5235,5388,0,153,1.181,0.004,0,0,9.743,0,1.589,1.321
2018/1/7 3:00,5243,5393,0,150,1.181,0.004,0,0,9.729,0.001,1.466,1.28
2018/1/7 4:00,5464,5614,0,150,1.182,0.004,0,0,9.718,0.001,1.327,1.236
2018/1/7 5:00,5681,5790,0,109,1.183,0.004,0,0,9.708,0.001,1.219,1.16
2018/1/7 6:00,6211,6318,8,99,1.184,0.004,0.571,4.375,9.699,0.001,1.149,1.101
2018/1/7 7:00,6547,6661,19,95,1.185,0.004,34.605,128.925,9.687,0.001,1.634,1.065
2018/1/7 8:00,6973,7132,60,99,1.184,0.005,103.749,290.725,9.659,0.001,3.056,1.136
2018/1/7 9:00,7214,7432,111,107,1.182,0.005,158.457,405.7,9.587,0.001,4.356,1.176
2018/1/7 10:00,7363,7617,152,102,1.178,0.005,189.892,465.958,9.466,0.001,5.352,1.271
2018/1/7 11:00,7194,7474,170,110,1.175,0.006,189.138,467.347,9.336,0.001,6.044,1.405
2018/1/7 12:00,6922,7231,161,148,1.173,0.006,161.325,409.823,9.211,0.001,6.345,1.467
2018/1/7 13:00,6651,7044,121,272,1.173,0.006,101.072,297.269,9.114,0.001,6.002,1.379
2018/1/7 14:00,6677,7056,65,314,1.174,0.006,35.968,137.385,9.056,0,5.008,1.239
2018/1/7 15:00,6889,7328,21,418,1.176,0.005,1.425,6.955,9.033,0,4.092,1.317
2018/1/7 16:00,7343,7711,8,360,1.179,0.005,0,0,9.017,0,3.928,1.348
2018/1/7 17:00,7389,7763,8,366,1.181,0.005,0,0,8.998,0,3.727,1.365
2018/1/7 18:00,7062,7417,0,355,1.183,0.005,0,0,8.977,0,3.593,1.384
2018/1/7 19:00,6745,7085,0,340,1.184,0.005,0,0,8.955,0,3.452,1.346
2018/1/7 20:00,6364,6697,0,333,1.185,0.005,0,0,8.933,0,3.328,1.269
2018/1/7 21:00,6494,6780,0,286,1.186,0.005,0,0,8.912,0,3.253,1.2
2018/1/7 22:00,6147,6396,0,249,1.186,0.005,0,0,8.893,0,3.156,1.073
2018/1/7 23:00,5896,6118,0,222,1.187,0.005,0,0,8.874,0,3.098,1.053
2018/1/8 0:00,5716,5915,0,199,1.188,0.005,0,0,8.854,0,3.036,1.135
2018/1/8 1:00,5630,5843,0,213,1.189,0.005,0,0,8.835,0,2.959,1.186
2018/1/8 2:00,5477,5725,0,248,1.189,0.005,0,0,8.815,0,2.872,1.165
2018/1/8 3:00,5671,5948,0,277,1.189,0.005,0,0,8.797,0,2.876,1.15
2018/1/8 4:00,6475,6740,0,265,1.19,0.005,0,0,8.778,0,2.886,1.143
2018/1/8 5:00,7706,7943,0,237,1.19,0.005,0,0,8.76,0,2.929,1.141
2018/1/8 6:00,8763,9051,8,280,1.19,0.005,0.223,4.847,8.746,0,2.935,1.149
2018/1/8 7:00,9146,9417,19,252,1.191,0.005,14.434,131.528,8.73,0,3.16,1.241
2018/1/8 8:00,9204,9492,53,235,1.19,0.005,45.583,293.506,8.692,0,3.686,1.369
2018/1/8 9:00,9211,9524,99,214,1.189,0.005,86.679,408.565,8.613,0,4.252,1.39
2018/1/8 10:00,9240,9573,136,197,1.187,0.005,133.511,468.866,8.498,0.001,4.893,1.408
2018/1/8 11:00,9032,9388,152,204,1.184,0.006,156.575,470.291,8.357,0.001,5.489,1.47
2018/1/8 12:00,8968,9328,142,218,1.182,0.006,141.772,412.719,8.221,0.001,5.709,1.532
2018/1/8 13:00,8894,9270,112,264,1.182,0.006,95.122,300.08,8.116,0,5.462,1.57
2018/1/8 14:00,8898,9261,64,299,1.183,0.005,37.186,140.052,8.06,0.001,4.52,1.501
2018/1/8 15:00,9116,9438,22,300,1.186,0.005,1.666,7.54,8.044,0.001,3.505,1.504
2018/1/8 16:00,9256,9632,8,368,1.188,0.005,0,0,8.036,0.002,3.355,1.549
2018/1/8 17:00,9091,9489,8,390,1.189,0.005,0,0,8.028,0.001,3.3,1.584
2018/1/8 18:00,8518,8876,0,358,1.189,0.005,0,0,8.03,0.016,3.307,1.675
2018/1/8 19:00,7976,8322,0,346,1.189,0.005,0,0,8.039,0.013,3.362,1.772
2018/1/8 20:00,7403,7780,0,377,1.189,0.005,0,0,8.043,0.01,3.384,1.948
2018/1/8 21:00,7011,7578,0,567,1.189,0.005,0,0,8.042,0.012,3.343,2.08
2018/1/8 22:00,6214,7112,0,898,1.19,0.005,0,0,8.031,0.01,3.182,2.106
2018/1/8 23:00,5667,6783,0,1116,1.191,0.005,0,0,8.006,0.008,3.023,2.166
2018/1/9 0:00,5265,6530,0,1265,1.192,0.005,0,0,7.97,0.01,2.866,2.241
2018/1/9 1:00,4916,6412,0,1496,1.192,0.005,0,0,7.936,0.017,2.73,2.292
2018/1/9 2:00,4801,6274,0,1473,1.193,0.005,0,0,7.914,0.027,2.606,2.345
2018/1/9 3:00,4855,6386,0,1531,1.192,0.005,0,0,7.899,0.027,2.564,2.323
2018/1/9 4:00,5367,6981,0,1614,1.192,0.005,0,0,7.888,0.028,2.564,2.287
2018/1/9 5:00,6517,8017,0,1500,1.191,0.005,0,0,7.88,0.028,2.462,2.189
2018/1/9 6:00,7572,9112,8,1532,1.191,0.005,0.677,5.378,7.884,0.036,2.354,2.142
2018/1/9 7:00,7895,9442,22,1525,1.19,0.005,27.326,134.281,7.894,0.043,2.662,2.309
2018/1/9 8:00,8019,9452,66,1367,1.188,0.005,69.833,296.409,7.885,0.032,3.373,2.393
2018/1/9 9:00,7855,9478,121,1502,1.185,0.005,97.017,411.627,7.844,0.031,4.099,2.575
2018/1/9 10:00,8022,9557,163,1372,1.182,0.005,106.863,471.973,7.782,0.041,4.652,2.522
2018/1/9 11:00,7922,9341,174,1245,1.18,0.005,102.492,473.398,7.741,0.075,4.973,2.391
2018/1/9 12:00,7792,9251,158,1301,1.179,0.005,87.938,415.79,7.773,0.16,5.065,2.309
2018/1/9 13:00,7816,9184,114,1254,1.178,0.005,55.803,303.032,7.805,0.062,4.83,2.299
2018/1/9 14:00,7935,9238,60,1243,1.178,0.005,22.224,142.874,7.802,0.029,4.359,2.331
2018/1/9 15:00,8084,9370,21,1265,1.179,0.005,1.238,8.189,7.807,0.027,3.864,2.375
2018/1/9 16:00,8118,9639,8,1513,1.179,0.005,0,0,7.822,0.026,3.555,2.378
2018/1/9 17:00,7705,9466,8,1753,1.18,0.005,0,0,7.841,0.022,3.337,2.267
2018/1/9 18:00,7148,8900,0,1752,1.18,0.005,0,0,7.847,0.005,3.139,2.15
2018/1/9 19:00,6851,8344,0,1493,1.181,0.005,0,0,7.851,0.023,2.935,2.086
2018/1/9 20:00,6061,7718,0,1657,1.181,0.005,0,0,7.865,0.029,2.869,1.959
2018/1/9 21:00,5895,7480,0,1585,1.181,0.005,0,0,7.883,0.027,2.78,1.843
2018/1/9 22:00,5363,6924,0,1561,1.181,0.005,0,0,7.897,0.018,2.649,1.748
2018/1/9 23:00,5061,6540,0,1479,1.181,0.005,0,0,7.908,0.014,2.463,1.64
2018/1/10 0:00,4857,6336,0,1479,1.181,0.005,0,0,7.916,0.007,2.264,1.579
2018/1/10 1:00,4744,6247,0,1503,1.182,0.005,0,0,7.92,0.003,2.038,1.517
2018/1/10 2:00,4895,6139,0,1244,1.182,0.004,0,0,7.922,0.003,1.806,1.493
2018/1/10 3:00,5102,6299,0,1197,1.183,0.004,0,0,7.924,0.002,1.519,1.448
2018/1/10 4:00,5769,7000,0,1231,1.184,0.004,0,0,7.929,0.01,1.229,1.393
2018/1/10 5:00,6993,8160,0,1167,1.184,0.004,0,0,7.938,0.011,0.981,1.336
2018/1/10 6:00,8227,9184,9,948,1.185,0.004,0.291,5.968,7.945,0.004,0.73,1.311
2018/1/10 7:00,8673,9578,22,883,1.186,0.004,24.339,137.188,7.958,0.029,0.761,1.29
2018/1/10 8:00,8912,9687,67,708,1.187,0.004,77.339,299.49,7.978,0.045,1.497,1.194
2018/1/10 9:00,9050,9751,126,575,1.185,0.004,126.24,414.788,7.989,0.046,2.378,1.142
2018/1/10 10:00,9108,9673,175,390,1.183,0.004,165.64,475.211,7.965,0.034,3.088,1.11
2018/1/10 11:00,8936,9462,202,324,1.18,0.005,188.631,476.646,7.929,0.037,3.644,1.053
2018/1/10 12:00,8890,9341,189,262,1.177,0.005,185.836,418.979,7.891,0.021,4.043,0.994
2018/1/10 13:00,8963,9250,140,147,1.176,0.005,139.954,306.139,7.858,0.007,4.035,0.803
2018/1/10 14:00,9142,9314,74,98,1.177,0.005,58.054,145.839,7.848,0.003,3.09,0.624
2018/1/10 15:00,9353,9486,24,109,1.178,0.004,2.604,8.913,7.848,0.001,1.899,0.613
2018/1/10 16:00,9716,9811,9,86,1.18,0.004,0,0,7.849,0.001,1.329,0.593
2018/1/10 17:00,9604,9663,8,51,1.182,0.004,0,0,7.851,0.002,0.917,0.555
2018/1/10 18:00,9076,9100,0,24,1.183,0.004,0,0,7.853,0.001,0.548,0.552
2018/1/10 19:00,8455,8465,0,10,1.184,0.004,0,0,7.854,0.001,0.245,0.533
2018/1/10 20:00,7877,7888,0,11,1.186,0.004,0,0,7.855,0.002,0.114,0.516
2018/1/10 21:00,7625,7640,0,15,1.187,0.004,0,0,7.857,0.002,-0.165,0.565
2018/1/10 22:00,7082,7106,0,24,1.189,0.004,0,0,7.858,0.002,-0.462,0.627
2018/1/10 23:00,6722,6738,0,16,1.19,0.004,0,0,7.86,0.002,-0.718,0.648
2018/1/11 0:00,6457,6474,0,17,1.191,0.004,0,0,7.862,0.002,-0.841,0.643
2018/1/11 1:00,6335,6347,0,12,1.192,0.004,0,0,7.864,0.003,-0.962,0.648
2018/1/11 2:00,6192,6201,0,9,1.192,0.004,0,0,7.866,0.003,-1.008,0.668
2018/1/11 3:00,6351,6365,0,14,1.192,0.004,0,0,7.869,0.003,-0.987,0.647
2018/1/11 4:00,6944,6983,0,39,1.192,0.004,0,0,7.871,0.002,-0.894,0.698
2018/1/11 5:00,8038,8088,0,50,1.192,0.004,0,0,7.873,0.002,-0.92,0.704
2018/1/11 6:00,9195,9260,9,56,1.192,0.004,1.466,6.633,7.875,0.002,-0.884,0.734
2018/1/11 7:00,9526,9605,20,59,1.192,0.004,45.994,140.223,7.876,0.001,0.029,0.912
2018/1/11 8:00,9496,9634,57,81,1.19,0.004,130.218,302.712,7.871,0.001,1.323,1.167
2018/1/11 9:00,9494,9658,103,61,1.187,0.004,219.33,418.139,7.851,0.001,2.599,1.164
2018/1/11 10:00,9420,9607,146,41,1.182,0.004,283.59,478.647,7.808,0.001,3.74,1.176
2018/1/11 11:00,9195,9412,166,51,1.179,0.004,293.508,480.058,7.751,0.001,4.51,1.259
2018/1/11 12:00,9171,9382,152,59,1.177,0.004,252.932,422.351,7.698,0.002,4.686,1.36
2018/1/11 13:00,9142,9338,112,84,1.177,0.004,160.839,309.393,7.664,0.002,4.246,1.268
2018/1/11 14:00,9186,9395,63,146,1.18,0.004,58.208,148.942,7.653,0.003,2.591,0.789
2018/1/11 15:00,9351,9566,22,193,1.183,0.004,2.37,9.711,7.655,0.005,0.913,0.913
2018/1/11 16:00,9474,9742,8,260,1.186,0.004,0,0,7.659,0.005,0.528,0.944
2018/1/11 17:00,9205,9579,8,366,1.188,0.004,0,0,7.663,0.005,0.326,0.938
2018/1/11 18:00,8565,9013,0,448,1.191,0.004,0,0,7.669,0.007,0.045,0.916
2018/1/11 19:00,7830,8418,0,588,1.193,0.004,0,0,7.675,0.006,-0.288,0.952
2018/1/11 20:00,7148,7831,0,683,1.195,0.004,0,0,7.681,0.007,-0.559,1.025
2018/1/11 21:00,6726,7603,0,877,1.197,0.004,0,0,7.686,0.007,-0.639,1.117
